DATALOAD,IRV_MXCHRTOFACCTS,,EN
ACCOUNTNAME,ACTIVE,ACTIVEDATE,CHARTOFACCOUNTSID,EXPIREDATE,EXTERNALREFID,GLACCOUNT,GLCOMP01,GLCOMP02,GLCOMP03,ORGID,OWNERSYSID,SENDERSYSID
,,2014-06-23T14:00:00+00:00,,,,BBC041D-MGXXXF-25250,BBC041D,MGXXXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-MRCWXF-21100,BBC041D,MRCWXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-MRCWXF-25250,BBC041D,MRCWXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-MRCWXV-21100,BBC041D,MRCWXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-MRCWXV-25250,BBC041D,MRCWXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-PEXXXF-21100,BBC041D,PEXXXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-PEXXXF-25250,BBC041D,PEXXXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-PEXXXV-21100,BBC041D,PEXXXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-PEXXXV-25250,BBC041D,PEXXXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-POSMXF-21100,BBC041D,POSMXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-POSMXF-25250,BBC041D,POSMXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-POSMXV-21100,BBC041D,POSMXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-POSMXV-25250,BBC041D,POSMXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-POXXXF-21100,BBC041D,POXXXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-POXXXF-25250,BBC041D,POXXXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-POXXXV-21100,BBC041D,POXXXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-POXXXV-25250,BBC041D,POXXXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-REXXXF-21100,BBC041D,REXXXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-REXXXF-25250,BBC041D,REXXXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-REXXXV-21100,BBC041D,REXXXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-REXXXV-25250,BBC041D,REXXXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-RPCWXF-21100,BBC041D,RPCWXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-RPCWXF-25250,BBC041D,RPCWXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-RPCWXV-21100,BBC041D,RPCWXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-RPCWXV-25250,BBC041D,RPCWXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SCMGX-20000,BBC041D,SCMGX,20000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SCMGX-20010,BBC041D,SCMGX,20010,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SCMGX-21000,BBC041D,SCMGX,21000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SCMGX-21100,BBC041D,SCMGX,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SCMGX-22150,BBC041D,SCMGX,22150,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SCMGX-23800,BBC041D,SCMGX,23800,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SCMGX-23810,BBC041D,SCMGX,23810,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SCMGX-23820,BBC041D,SCMGX,23820,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SCMGX-25250,BBC041D,SCMGX,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SCMGX-25280,BBC041D,SCMGX,25280,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SMXXXV-21100,BBC041D,SMXXXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SMXXXV-25250,BBC041D,SMXXXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SPXXXF-21100,BBC041D,SPXXXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SPXXXF-25250,BBC041D,SPXXXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SPXXXT-20000,BBC041D,SPXXXT,20000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SPXXXT-20010,BBC041D,SPXXXT,20010,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SPXXXT-21000,BBC041D,SPXXXT,21000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SPXXXT-21100,BBC041D,SPXXXT,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SPXXXT-21250,BBC041D,SPXXXT,21250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SPXXXT-21300,BBC041D,SPXXXT,21300,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC041D-SPXXXT-21310,BBC041D,SPXXXT,21310,UK,,
