DATALOAD,IRV_MXCHRTOFACCTS,,EN
ACCOUNTNAME,ACTIVE,ACTIVEDATE,CHARTOFACCOUNTSID,EXPIREDATE,EXTERNALREFID,GLACCOUNT,GLCOMP01,GLCOMP02,GLCOMP03,ORGID,OWNERSYSID,SENDERSYSID
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SCMGX-23820,BBC049C,SCMGX,23820,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SCMGX-25250,BBC049C,SCMGX,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SCMGX-25280,BBC049C,SCMGX,25280,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SMXXXV-21100,BBC049C,SMXXXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SMXXXV-25250,BBC049C,SMXXXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXF-21100,BBC049C,SPXXXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXF-25250,BBC049C,SPXXXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXT-20000,BBC049C,SPXXXT,20000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXT-20010,BBC049C,SPXXXT,20010,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXT-21000,BBC049C,SPXXXT,21000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXT-21100,BBC049C,SPXXXT,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXT-21250,BBC049C,SPXXXT,21250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXT-21300,BBC049C,SPXXXT,21300,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXT-21310,BBC049C,SPXXXT,21310,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXT-21330,BBC049C,SPXXXT,21330,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXT-21350,BBC049C,SPXXXT,21350,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXT-21380,BBC049C,SPXXXT,21380,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXT-21390,BBC049C,SPXXXT,21390,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC049C-SPXXXT-21500,BBC049C,SPXXXT,21500,UK,,
