LOCATION,ASSETATTRID,ALNVALUE,CLASSSTRUCTUREID,PLUSPCUSTOMER,ORGID,SITEID,CLASSSTRUCTUREID,ORGID,SECTION
1002581,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002581,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002582,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002582,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002582,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002582,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002583,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002583,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002583,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002583,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002584,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002584,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002584,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002584,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002585,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002585,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002585,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002585,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002586,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002586,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002586,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002586,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002587,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002587,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002587,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002587,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002588,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002588,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002588,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002588,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002589,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002589,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002589,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002589,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002590,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002590,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002590,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002590,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002591,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002591,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002591,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002591,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002592,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002592,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002592,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002592,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002593,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002593,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002593,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002593,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002594,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002594,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002594,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002594,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002595,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002595,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002595,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002595,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002596,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002596,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002596,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002596,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002597,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002597,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002597,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002597,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002598,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002598,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002598,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002598,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002599,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002599,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002599,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002599,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002600,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002600,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002600,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002600,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002601,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002601,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002601,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002601,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002602,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002602,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002602,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002602,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002603,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002603,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002603,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002603,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002604,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002604,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002604,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002604,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002605,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002605,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002605,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002605,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002606,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002606,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002606,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002606,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002607,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002607,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002607,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002607,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002608,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002608,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002608,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002608,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002609,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002609,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002609,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002609,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002610,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002610,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002610,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002610,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002611,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002611,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002611,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002611,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002612,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002612,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002612,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002612,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002613,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002613,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002613,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002613,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002614,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002614,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002614,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002614,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002615,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002615,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002615,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002615,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002616,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002616,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002616,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002616,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002617,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002617,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002617,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002617,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002618,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002618,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002618,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002618,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002619,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002619,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002619,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002619,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002620,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002620,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002620,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002620,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002621,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002621,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002621,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002621,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002622,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002622,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002622,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002622,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002623,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002623,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002623,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002623,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002624,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002624,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002624,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002624,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002625,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002625,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002625,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002625,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002626,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002626,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002626,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002626,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002627,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002627,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002627,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002627,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002628,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002628,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002628,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002628,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002629,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002629,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002629,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002629,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002630,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002630,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002630,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002630,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002631,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002631,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002631,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002631,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002632,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002632,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002632,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002632,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002633,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002633,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002633,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002633,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002634,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002634,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002634,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002634,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002635,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002635,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002635,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002635,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002636,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002636,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002636,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002636,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002637,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002637,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002637,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002637,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002638,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002638,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002638,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002638,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002639,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002639,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002639,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002639,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002640,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002640,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002640,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002640,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002641,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002641,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002641,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002641,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002642,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002642,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002642,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002642,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002643,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002643,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002643,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002643,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002644,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002644,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002644,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002644,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002645,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002645,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002645,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002645,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002646,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002646,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002646,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002646,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002647,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002647,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002647,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002647,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002648,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002648,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002648,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002648,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002649,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002649,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002649,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002649,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002650,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002650,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002650,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002650,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002651,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002651,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002651,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002651,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002652,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002652,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002652,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002652,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002653,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002653,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002653,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002653,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002654,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002654,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002654,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002654,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002655,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002655,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002655,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002655,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002656,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002656,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002656,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002656,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002657,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002657,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002657,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002657,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002658,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002658,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002658,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002658,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002659,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002659,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002659,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002659,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002660,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002660,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002660,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002660,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002661,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002661,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002661,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002661,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002662,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002662,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002662,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002662,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002663,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002663,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002663,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002663,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002664,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002664,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002664,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002664,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002665,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002665,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002665,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002665,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002666,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002666,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002666,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002666,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002667,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002667,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002667,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002667,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002668,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002668,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002668,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002668,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002669,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002669,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002669,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002669,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002670,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002670,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002670,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002670,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002671,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002671,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002671,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002671,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002672,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002672,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002672,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002672,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002673,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002673,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002673,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002673,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002674,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002674,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002674,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002674,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002675,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002675,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002675,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002675,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002676,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002676,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002676,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002676,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002677,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002677,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002677,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002677,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002678,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002678,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002678,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002678,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002679,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002679,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002679,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002679,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002680,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002680,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002680,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002680,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002681,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002681,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002681,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002681,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002682,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002682,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002682,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002682,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002683,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002683,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002683,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002683,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002684,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002684,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002684,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002684,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002685,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002685,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002685,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002685,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002686,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002686,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002686,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002686,NSCREG,London,22350,BBC,UK,GB,22350,UK,
1002687,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1002687,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
