LOCATION,ASSETATTRID,ALNVALUE,CLASSSTRUCTUREID,PLUSPCUSTOMER,ORGID,SITEID,CLASSSTRUCTUREID,ORGID,SECTION
1000228,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1000228,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1000228,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1003642,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1003642,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1003642,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1003642,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1004975,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1004975,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1004975,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1004975,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1004976,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1004976,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1004976,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1004976,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1004978,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1004978,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1004978,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1004978,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1004984,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1004984,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1004984,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1004984,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1004988,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1004988,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1004988,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1004988,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005824,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005824,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005824,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005824,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005825,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005825,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005825,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005825,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005826,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005826,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005826,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005826,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005827,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005827,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005827,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005827,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005828,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005828,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005828,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005828,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005829,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005829,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005829,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005829,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005830,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005830,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005830,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005830,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005831,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005831,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005831,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005831,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005832,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005832,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005832,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005832,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005833,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005833,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005833,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005833,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005834,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005834,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005834,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005834,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005835,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005835,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005835,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005835,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005836,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005836,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005836,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005836,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005837,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005837,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005837,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005837,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005838,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005838,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005838,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005838,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005839,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005839,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005839,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005839,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005840,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005840,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005840,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005840,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005841,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005841,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005841,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005841,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005842,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005842,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005842,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005842,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005843,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005843,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005843,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005843,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005844,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005844,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005844,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005844,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005845,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005845,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005845,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005845,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005846,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005846,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005846,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005846,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005847,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005847,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005847,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005847,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005848,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005848,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005848,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005848,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005849,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005849,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005849,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005849,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005850,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005850,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005850,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005850,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005851,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005851,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005851,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005851,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005852,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005852,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005852,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005852,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005853,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005853,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005853,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005853,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005854,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005854,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005854,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005854,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005855,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005855,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005855,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005855,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005856,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005856,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005856,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005856,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005857,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005857,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005857,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005857,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005858,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005858,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005858,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005858,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005859,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005859,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005859,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005859,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005860,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005860,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005860,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005860,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005861,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005861,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005861,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005861,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005862,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1005862,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1005862,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1005862,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1000229,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1000229,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1000229,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1000229,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1003629,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1003629,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1003629,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1003629,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007084,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007084,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007084,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007084,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007085,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007085,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007085,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007085,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007086,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007086,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007086,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007086,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007087,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007087,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007087,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007087,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007088,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007088,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007088,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007088,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007089,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007089,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007089,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007089,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007090,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007090,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007090,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007090,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1000230,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1000230,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1000230,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1000230,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1003630,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1003630,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1003630,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1003630,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1003631,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1003631,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1003631,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1003631,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1003632,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1003632,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1003632,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1003632,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007091,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007091,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007091,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007091,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007092,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007092,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007092,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007092,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007093,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007093,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007093,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007093,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007094,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007094,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007094,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007094,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007095,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007095,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007095,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007095,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007096,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007096,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007096,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007096,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007097,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007097,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007097,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007097,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007098,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007098,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007098,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007098,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007099,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007099,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007099,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007099,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007100,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007100,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007100,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007100,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007101,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007101,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007101,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007101,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007102,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007102,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007102,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007102,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007103,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007103,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007103,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007103,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007104,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007104,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007104,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007104,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007105,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007105,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007105,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007105,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007106,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007106,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007106,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007106,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007107,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007107,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007107,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007107,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007108,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007108,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007108,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007108,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007109,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007109,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007109,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007109,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007110,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007110,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007110,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007110,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007111,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007111,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007111,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007111,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007112,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007112,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007112,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007112,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007113,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007113,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007113,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007113,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007114,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007114,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007114,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007114,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007115,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007115,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007115,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007115,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007116,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007116,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007116,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007116,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007117,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007117,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007117,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007117,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007118,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007118,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007118,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007118,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007119,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007119,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007119,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007119,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007120,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007120,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007120,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007120,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007121,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007121,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007121,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007121,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007122,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007122,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007122,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007122,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007123,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007123,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007123,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007123,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007124,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007124,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007124,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007124,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007125,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007125,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007125,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007125,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007126,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007126,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007126,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007126,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007127,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007127,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007127,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007127,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007128,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1007128,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1007128,IRVREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1007128,NSCREG,Scotland & NI,22350,BBC,UK,GB,22350,UK,
1000231,BBCREG,NULL,22350,BBC,UK,GB,22350,UK,
1000231,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
