LOCATION,ASSETATTRID,ALNVALUE,CLASSSTRUCTUREID,PLUSPCUSTOMER,ORGID,SITEID,CLASSSTRUCTUREID,ORGID,SECTION
1002979,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002979,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002979,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002980,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002980,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002980,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002981,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002981,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002981,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002982,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002982,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002982,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002983,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002983,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002983,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002984,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002984,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002984,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002985,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002985,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002985,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002986,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002986,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002986,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002987,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002987,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002987,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002988,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002988,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002988,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002989,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002989,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002989,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002990,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002990,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002990,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002991,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002991,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002991,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002992,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002992,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002992,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002993,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002993,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002993,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002994,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002994,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002994,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002995,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002995,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002995,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002996,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002996,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002996,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002997,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002997,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002997,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002998,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002998,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002998,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1002999,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1002999,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1002999,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003000,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003000,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003000,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003001,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003001,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003001,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003002,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003002,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003002,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003003,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003003,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003003,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003004,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003004,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003004,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003005,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003005,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003005,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003006,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003006,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003006,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003007,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003007,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003007,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003008,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003008,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003008,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003009,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003009,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003009,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003010,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003010,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003010,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003011,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003011,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003011,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003012,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003012,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003012,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003013,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003013,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003013,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003014,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003014,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003014,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003015,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003015,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003015,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003016,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003016,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003016,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003017,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003017,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003017,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003018,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003018,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003018,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003019,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003019,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003019,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003020,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003020,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003020,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003021,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003021,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003021,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003022,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003022,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003022,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003023,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003023,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003023,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003024,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003024,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003024,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003025,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003025,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003025,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003026,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003026,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003026,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003027,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003027,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003027,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003028,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003028,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003028,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003029,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003029,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003029,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003030,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003030,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003030,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003031,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003031,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003031,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003032,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003032,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003032,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003033,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003033,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003033,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003034,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003034,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003034,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003035,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003035,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003035,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003036,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003036,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003036,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003037,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003037,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003037,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003038,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003038,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003038,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003039,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003039,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003039,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003040,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003040,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003040,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003041,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003041,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003041,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003042,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003042,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003042,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003043,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003043,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003043,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003044,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003044,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003044,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003045,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003045,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003045,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003046,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003046,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003046,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003047,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003047,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003047,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003048,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003048,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003048,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003049,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003049,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003049,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003050,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003050,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003050,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003051,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003051,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003051,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003052,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003052,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003052,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003053,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003053,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003053,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003054,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003054,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003054,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003055,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003055,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003055,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003056,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003056,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003056,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003057,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003057,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003057,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003058,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003058,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003058,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003059,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003059,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003059,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003060,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003060,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003060,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003061,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003061,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003061,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003062,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003062,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003062,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003063,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003063,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003063,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003064,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003064,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003064,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003065,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003065,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003065,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1003066,I25/O25,I25,22350,BBC,UK,GB,22350,UK,
1003066,IRVREG,London,22350,BBC,UK,GB,22350,UK,
1003066,NSCREG,Cen. London / BH,22350,BBC,UK,GB,22350,UK,
1001633,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001633,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001633,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001634,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001634,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001634,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001635,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001635,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001635,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001636,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001636,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001636,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001637,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001637,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001637,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001638,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001638,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001638,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001639,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001639,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001639,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001640,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001640,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001640,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001641,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001641,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001641,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001642,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001642,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001642,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001643,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001643,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001643,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001644,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001644,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001644,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001645,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001645,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001645,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001646,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001646,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001646,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001647,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001647,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001647,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001648,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001648,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001648,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001649,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001649,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001649,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001650,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001650,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001650,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001651,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001651,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001651,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001652,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001652,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001652,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001653,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001653,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001653,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001654,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001654,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001654,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001655,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001655,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001655,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001656,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001656,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001656,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001657,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001657,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001657,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001658,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001658,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001658,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001659,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001659,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001659,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001660,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001660,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001660,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001661,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001661,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001661,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001662,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001662,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001662,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001663,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001663,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001663,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001664,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001664,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001664,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001665,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001665,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001665,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001666,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001666,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001666,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001667,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001667,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001667,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001668,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001668,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001668,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001669,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001669,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001669,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001670,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001670,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001670,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001671,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001671,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001671,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001672,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001672,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001672,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001673,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001673,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001673,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001674,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001674,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001674,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001675,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001675,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001675,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001676,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001676,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001676,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001677,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001677,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001677,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001678,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001678,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001678,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001679,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001679,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001679,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001680,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001680,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001680,NSCREG,North,22350,BBC,UK,GB,22350,UK,
1001681,I25/O25,O25,22350,BBC,UK,GB,22350,UK,
1001681,IRVREG,North,22350,BBC,UK,GB,22350,UK,
1001681,NSCREG,North,22350,BBC,UK,GB,22350,UK,
