DATALOAD,IRV_MXCHRTOFACCTS,,EN
ACCOUNTNAME,ACTIVE,ACTIVEDATE,CHARTOFACCOUNTSID,EXPIREDATE,EXTERNALREFID,GLACCOUNT,GLCOMP01,GLCOMP02,GLCOMP03,ORGID,OWNERSYSID,SENDERSYSID
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21350,BBC134,MESWXV,21350,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21360,BBC134,MESWXV,21360,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21370,BBC134,MESWXV,21370,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21380,BBC134,MESWXV,21380,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21390,BBC134,MESWXV,21390,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21400,BBC134,MESWXV,21400,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21500,BBC134,MESWXV,21500,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21510,BBC134,MESWXV,21510,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21550,BBC134,MESWXV,21550,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21560,BBC134,MESWXV,21560,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21570,BBC134,MESWXV,21570,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21600,BBC134,MESWXV,21600,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21630,BBC134,MESWXV,21630,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21700,BBC134,MESWXV,21700,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21710,BBC134,MESWXV,21710,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-21720,BBC134,MESWXV,21720,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-22110,BBC134,MESWXV,22110,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-22130,BBC134,MESWXV,22130,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-22140,BBC134,MESWXV,22140,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-22150,BBC134,MESWXV,22150,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-22160,BBC134,MESWXV,22160,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-22170,BBC134,MESWXV,22170,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC134-MESWXV-22175,BBC134,MESWXV,22175,UK,,
