DATALOAD,IRV_MXCHRTOFACCTS,,EN
ACCOUNTNAME,ACTIVE,ACTIVEDATE,CHARTOFACCOUNTSID,EXPIREDATE,EXTERNALREFID,GLACCOUNT,GLCOMP01,GLCOMP02,GLCOMP03,ORGID,OWNERSYSID,SENDERSYSID
,,2014-06-23T14:00:00+00:00,,,,BBC109-ENXXXV-21100,BBC109,ENXXXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-ENXXXV-25250,BBC109,ENXXXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-GRXXXF-21100,BBC109,GRXXXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-GRXXXF-25250,BBC109,GRXXXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-GRXXXV-21100,BBC109,GRXXXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-GRXXXV-25250,BBC109,GRXXXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-HDXXXF-21100,BBC109,HDXXXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-HDXXXF-25250,BBC109,HDXXXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MEPMLF-21100,BBC109,MEPMLF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MEPMLF-25250,BBC109,MEPMLF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MEPMXF-21100,BBC109,MEPMXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MEPMXF-25250,BBC109,MEPMXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MERWLF-21100,BBC109,MERWLF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MERWLF-25250,BBC109,MERWLF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MERWLV-21100,BBC109,MERWLV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MERWLV-25250,BBC109,MERWLV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MERWXF-21100,BBC109,MERWXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MERWXF-25250,BBC109,MERWXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MERWXV-21100,BBC109,MERWXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MERWXV-25250,BBC109,MERWXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-20000,BBC109,MESWLV,20000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-20010,BBC109,MESWLV,20010,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21000,BBC109,MESWLV,21000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21100,BBC109,MESWLV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21260,BBC109,MESWLV,21260,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21300,BBC109,MESWLV,21300,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21310,BBC109,MESWLV,21310,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21320,BBC109,MESWLV,21320,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21330,BBC109,MESWLV,21330,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21350,BBC109,MESWLV,21350,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21370,BBC109,MESWLV,21370,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21380,BBC109,MESWLV,21380,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21390,BBC109,MESWLV,21390,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21400,BBC109,MESWLV,21400,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21570,BBC109,MESWLV,21570,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21700,BBC109,MESWLV,21700,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-21710,BBC109,MESWLV,21710,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-22130,BBC109,MESWLV,22130,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-22140,BBC109,MESWLV,22140,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-22150,BBC109,MESWLV,22150,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-22175,BBC109,MESWLV,22175,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-22800,BBC109,MESWLV,22800,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-23100,BBC109,MESWLV,23100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-23110,BBC109,MESWLV,23110,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-23170,BBC109,MESWLV,23170,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-23190,BBC109,MESWLV,23190,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-23220,BBC109,MESWLV,23220,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-23260,BBC109,MESWLV,23260,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-23800,BBC109,MESWLV,23800,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-23810,BBC109,MESWLV,23810,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-23820,BBC109,MESWLV,23820,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-24870,BBC109,MESWLV,24870,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-24920,BBC109,MESWLV,24920,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-25250,BBC109,MESWLV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWLV-25280,BBC109,MESWLV,25280,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWXV-20000,BBC109,MESWXV,20000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWXV-20010,BBC109,MESWXV,20010,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWXV-21000,BBC109,MESWXV,21000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWXV-21100,BBC109,MESWXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWXV-21300,BBC109,MESWXV,21300,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWXV-21310,BBC109,MESWXV,21310,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWXV-21320,BBC109,MESWXV,21320,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWXV-21330,BBC109,MESWXV,21330,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWXV-21340,BBC109,MESWXV,21340,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWXV-21350,BBC109,MESWXV,21350,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWXV-21360,BBC109,MESWXV,21360,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWXV-21370,BBC109,MESWXV,21370,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC109-MESWXV-21380,BBC109,MESWXV,21380,UK,,
