DATALOAD,IRV_MXCHRTOFACCTS,,EN
ACCOUNTNAME,ACTIVE,ACTIVEDATE,CHARTOFACCOUNTSID,EXPIREDATE,EXTERNALREFID,GLACCOUNT,GLCOMP01,GLCOMP02,GLCOMP03,ORGID,OWNERSYSID,SENDERSYSID
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-22160,BBC028A,MESWXV,22160,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-22170,BBC028A,MESWXV,22170,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-22175,BBC028A,MESWXV,22175,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-22180,BBC028A,MESWXV,22180,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-22190,BBC028A,MESWXV,22190,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-22700,BBC028A,MESWXV,22700,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-22710,BBC028A,MESWXV,22710,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-22800,BBC028A,MESWXV,22800,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-22820,BBC028A,MESWXV,22820,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-22830,BBC028A,MESWXV,22830,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-22840,BBC028A,MESWXV,22840,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23000,BBC028A,MESWXV,23000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23010,BBC028A,MESWXV,23010,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23020,BBC028A,MESWXV,23020,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23040,BBC028A,MESWXV,23040,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23110,BBC028A,MESWXV,23110,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23120,BBC028A,MESWXV,23120,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23130,BBC028A,MESWXV,23130,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23170,BBC028A,MESWXV,23170,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23190,BBC028A,MESWXV,23190,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23210,BBC028A,MESWXV,23210,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23220,BBC028A,MESWXV,23220,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23260,BBC028A,MESWXV,23260,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23358,BBC028A,MESWXV,23358,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23800,BBC028A,MESWXV,23800,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23810,BBC028A,MESWXV,23810,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-23820,BBC028A,MESWXV,23820,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-24870,BBC028A,MESWXV,24870,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-24920,BBC028A,MESWXV,24920,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-25250,BBC028A,MESWXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MESWXV-25280,BBC028A,MESWXV,25280,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MGXXXF-21100,BBC028A,MGXXXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MGXXXF-25250,BBC028A,MGXXXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MRCWXF-21100,BBC028A,MRCWXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MRCWXF-25250,BBC028A,MRCWXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MRCWXV-21100,BBC028A,MRCWXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-MRCWXV-25250,BBC028A,MRCWXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-PEXXXF-21100,BBC028A,PEXXXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-PEXXXF-25250,BBC028A,PEXXXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-PEXXXV-21100,BBC028A,PEXXXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-PEXXXV-25250,BBC028A,PEXXXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-POSMXF-21100,BBC028A,POSMXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-POSMXF-25250,BBC028A,POSMXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-POSMXV-21100,BBC028A,POSMXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-POSMXV-25250,BBC028A,POSMXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-POXXXF-21100,BBC028A,POXXXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-POXXXF-25250,BBC028A,POXXXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-POXXXV-21100,BBC028A,POXXXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-POXXXV-25250,BBC028A,POXXXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-REXXXF-21100,BBC028A,REXXXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-REXXXF-25250,BBC028A,REXXXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-REXXXV-21100,BBC028A,REXXXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-REXXXV-25250,BBC028A,REXXXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-RPCWXF-21100,BBC028A,RPCWXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-RPCWXF-25250,BBC028A,RPCWXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-RPCWXV-21100,BBC028A,RPCWXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-RPCWXV-25250,BBC028A,RPCWXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-SCMGX-20000,BBC028A,SCMGX,20000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-SCMGX-20010,BBC028A,SCMGX,20010,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-SCMGX-21000,BBC028A,SCMGX,21000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-SCMGX-21100,BBC028A,SCMGX,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-SCMGX-22150,BBC028A,SCMGX,22150,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-SCMGX-23800,BBC028A,SCMGX,23800,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-SCMGX-23810,BBC028A,SCMGX,23810,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-SCMGX-23820,BBC028A,SCMGX,23820,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-SCMGX-25250,BBC028A,SCMGX,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC028A-SCMGX-25280,BBC028A,SCMGX,25280,UK,,
