DATALOAD,IRV_MXCHRTOFACCTS,,EN
ACCOUNTNAME,ACTIVE,ACTIVEDATE,CHARTOFACCOUNTSID,EXPIREDATE,EXTERNALREFID,GLACCOUNT,GLCOMP01,GLCOMP02,GLCOMP03,ORGID,OWNERSYSID,SENDERSYSID
,,2014-06-23T14:00:00+00:00,,,,BBC077A-AVCWXV-21100,BBC077A,AVCWXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-AVCWXV-25250,BBC077A,AVCWXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFPMXF-21100,BBC077A,BFPMXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFPMXF-25250,BBC077A,BFPMXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFRWXF-21100,BBC077A,BFRWXF,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFRWXF-25250,BBC077A,BFRWXF,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFRWXV-21100,BBC077A,BFRWXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFRWXV-25250,BBC077A,BFRWXV,25250,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFSWXV-20000,BBC077A,BFSWXV,20000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFSWXV-20010,BBC077A,BFSWXV,20010,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFSWXV-21000,BBC077A,BFSWXV,21000,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFSWXV-21100,BBC077A,BFSWXV,21100,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFSWXV-21310,BBC077A,BFSWXV,21310,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFSWXV-21390,BBC077A,BFSWXV,21390,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFSWXV-21500,BBC077A,BFSWXV,21500,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFSWXV-21570,BBC077A,BFSWXV,21570,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFSWXV-21620,BBC077A,BFSWXV,21620,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFSWXV-21630,BBC077A,BFSWXV,21630,UK,,
,,2014-06-23T14:00:00+00:00,,,,BBC077A-BFSWXV-21640,BBC077A,BFSWXV,21640,UK,,
