DATALOAD,IRV_PMSEQ,,EN
PMNUM,INTERVAL,JPNUM,ORGID,SITEID
BBC200553,2,BBCFSS02,UK,GB
BBC200554,1,BBCFSS01,UK,GB
BBC200554,2,BBCFSS02,UK,GB
BBC200555,1,BBCFSS01,UK,GB
BBC200555,2,BBCFSS02,UK,GB
BBC200556,1,BBCFSS01,UK,GB
BBC200556,2,BBCFSS02,UK,GB
BBC200557,1,BBCFSS01,UK,GB
BBC200557,2,BBCFSS02,UK,GB
BBC200558,1,BBCFSS01,UK,GB
BBC200558,2,BBCFSS02,UK,GB
BBC200559,1,BBCFSS01,UK,GB
BBC200559,2,BBCFSS02,UK,GB
BBC200560,1,BBCFSS01,UK,GB
BBC200560,2,BBCFSS02,UK,GB
BBC200561,1,BBCFSS01,UK,GB
BBC200561,2,BBCFSS02,UK,GB
BBC200562,1,BBCFSS01,UK,GB
BBC200562,2,BBCFSS02,UK,GB
BBC200563,1,BBCFSS01,UK,GB
BBC200563,2,BBCFSS02,UK,GB
BBC200564,1,BBCFSS01,UK,GB
BBC200564,2,BBCFSS02,UK,GB
BBC200565,1,BBCFSS01,UK,GB
BBC200565,2,BBCFSS02,UK,GB
BBC200566,1,BBCFSS01,UK,GB
BBC200566,2,BBCFSS02,UK,GB
BBC200567,1,BBCFSS01,UK,GB
BBC200567,2,BBCFSS02,UK,GB
BBC200568,1,BBCFSS01,UK,GB
BBC200568,2,BBCFSS02,UK,GB
BBC200569,1,BBCFSS01,UK,GB
BBC200569,2,BBCFSS02,UK,GB
BBC200570,1,BBCFSS01,UK,GB
BBC200570,2,BBCFSS02,UK,GB
BBC200571,1,BBCFSS01,UK,GB
BBC200571,2,BBCFSS02,UK,GB
BBC200572,1,BBCESH01,UK,GB
BBC200572,2,BBCESH02,UK,GB
BBC200573,1,BBCESH01,UK,GB
BBC200573,2,BBCESH02,UK,GB
BBC200574,1,BBCESH01,UK,GB
BBC200574,2,BBCESH02,UK,GB
BBC200575,1,BBCALS01,UK,GB
BBC200576,1,BBCALS01,UK,GB
BBC200577,1,BBCALS01,UK,GB
BBC200578,1,BBCALS01,UK,GB
BBC200579,1,BBCAHU15,UK,GB
BBC200579,2,BBCAHU16,UK,GB
BBC200580,1,BBCAHU15,UK,GB
BBC200580,2,BBCAHU16,UK,GB
BBC200581,1,BBCAHU15,UK,GB
BBC200581,2,BBCAHU16,UK,GB
BBC200582,1,BBCAHU15,UK,GB
BBC200582,2,BBCAHU16,UK,GB
BBC200583,1,BBCAHU15,UK,GB
BBC200583,2,BBCAHU16,UK,GB
BBC200584,1,BBCAHU15,UK,GB
BBC200584,2,BBCAHU16,UK,GB
BBC200585,1,BBCPAI01,UK,GB
BBC200585,2,BBCPAI02,UK,GB
BBC200586,1,BBCPAI01,UK,GB
BBC200586,2,BBCPAI02,UK,GB
BBC200587,1,BBCLDE01,UK,GB
BBC200587,4,BBCLDE02,UK,GB
BBC200588,1,BBCLDE01,UK,GB
BBC200588,4,BBCLDE02,UK,GB
BBC200589,1,BBCLEV01,UK,GB
BBC200589,2,BBCLEV02,UK,GB
BBC200589,4,BBCLEV03,UK,GB
BBC200590,1,BBCLEV01,UK,GB
BBC200590,2,BBCLEV02,UK,GB
BBC200590,4,BBCLEV03,UK,GB
BBC200591,1,BBCLEV01,UK,GB
BBC200591,2,BBCLEV02,UK,GB
BBC200591,4,BBCLEV03,UK,GB
BBC200592,1,BBCLEV01,UK,GB
BBC200592,2,BBCLEV02,UK,GB
BBC200592,4,BBCLEV03,UK,GB
BBC200593,1,BBCLFT05,UK,GB
BBC200593,3,BBCLFT06,UK,GB
BBC200593,6,BBCLFT07,UK,GB
BBC200593,12,BBCLFT08,UK,GB
BBC200594,1,BBCLFT05,UK,GB
BBC200594,3,BBCLFT06,UK,GB
BBC200594,6,BBCLFT07,UK,GB
BBC200594,12,BBCLFT08,UK,GB
BBC200595,1,BBCLFT05,UK,GB
BBC200595,3,BBCLFT06,UK,GB
BBC200595,6,BBCLFT07,UK,GB
BBC200595,12,BBCLFT08,UK,GB
BBC200596,1,BBCLFT01,UK,GB
BBC200596,4,BBCLFT02,UK,GB
BBC200596,13,BBCLFT03,UK,GB
BBC200596,26,BBCLFT04,UK,GB
BBC200597,1,BBCLEA01,UK,GB
BBC200597,2,BBCLEA02,UK,GB
BBC200598,1,BBCLEA01,UK,GB
BBC200598,2,BBCLEA02,UK,GB
BBC200599,1,BBCLEA01,UK,GB
BBC200599,2,BBCLEA02,UK,GB
BBC200600,1,BBCLPS01,UK,GB
BBC200600,12,BBCLPS02,UK,GB
BBC200601,1,BBCLPS01,UK,GB
BBC200601,12,BBCLPS02,UK,GB
BBC200602,1,BBCLPS01,UK,GB
BBC200602,12,BBCLPS02,UK,GB
BBC200603,1,BBCISS01,UK,GB
BBC200603,4,BBCISS02,UK,GB
BBC200604,1,BBCISS01,UK,GB
BBC200604,4,BBCISS02,UK,GB
BBC200605,1,BBCLVS01,UK,GB
BBC200605,4,BBCLVS02,UK,GB
BBC200605,20,BBCLVS03,UK,GB
BBC200606,1,BBCLVS01,UK,GB
BBC200606,4,BBCLVS02,UK,GB
BBC200606,20,BBCLVS03,UK,GB
BBC200607,1,BBCLVS01,UK,GB
BBC200607,4,BBCLVS02,UK,GB
BBC200607,20,BBCLVS03,UK,GB
BBC200608,1,BBCLVS01,UK,GB
BBC200608,4,BBCLVS02,UK,GB
BBC200608,20,BBCLVS03,UK,GB
BBC200609,1,BBCIBC01,UK,GB
BBC200609,5,BBCIBC02,UK,GB
BBC200610,1,BBCIBC01,UK,GB
BBC200610,5,BBCIBC02,UK,GB
BBC200611,1,BBCIBC01,UK,GB
BBC200611,5,BBCIBC02,UK,GB
BBC200612,1,BBCIBC01,UK,GB
BBC200612,5,BBCIBC02,UK,GB
BBC200613,1,BBCIBC01,UK,GB
BBC200613,5,BBCIBC02,UK,GB
BBC200614,1,BBCIBC01,UK,GB
BBC200614,5,BBCIBC02,UK,GB
BBC200615,1,BBCIBC01,UK,GB
BBC200615,5,BBCIBC02,UK,GB
BBC200616,1,BBCIBC01,UK,GB
BBC200616,5,BBCIBC02,UK,GB
BBC200617,1,BBCIBC01,UK,GB
BBC200617,5,BBCIBC02,UK,GB
BBC200618,1,BBCIBC01,UK,GB
BBC200618,5,BBCIBC02,UK,GB
BBC200619,1,BBCIBC01,UK,GB
BBC200619,5,BBCIBC02,UK,GB
BBC200620,1,BBCIBC01,UK,GB
BBC200620,5,BBCIBC02,UK,GB
BBC200621,1,BBCIBC01,UK,GB
BBC200621,5,BBCIBC02,UK,GB
BBC200622,1,BBCIBC01,UK,GB
BBC200622,5,BBCIBC02,UK,GB
BBC200623,1,BBCIBC01,UK,GB
BBC200623,5,BBCIBC02,UK,GB
BBC200624,1,BBCIBC01,UK,GB
BBC200624,5,BBCIBC02,UK,GB
BBC200625,1,BBCIBC01,UK,GB
BBC200625,5,BBCIBC02,UK,GB
BBC200626,1,BBCIBC01,UK,GB
BBC200626,5,BBCIBC02,UK,GB
BBC200627,1,BBCIBC01,UK,GB
BBC200627,5,BBCIBC02,UK,GB
BBC200628,1,BBCIBC01,UK,GB
BBC200628,5,BBCIBC02,UK,GB
BBC200629,1,BBCIBC01,UK,GB
BBC200629,5,BBCIBC02,UK,GB
BBC200630,1,BBCIBC01,UK,GB
BBC200630,5,BBCIBC02,UK,GB
BBC200631,1,BBCIBC01,UK,GB
BBC200631,5,BBCIBC02,UK,GB
BBC200632,1,BBCIBC01,UK,GB
BBC200632,5,BBCIBC02,UK,GB
BBC200633,1,BBCIBC01,UK,GB
BBC200633,5,BBCIBC02,UK,GB
BBC200634,1,BBCIBC01,UK,GB
BBC200634,5,BBCIBC02,UK,GB
BBC200635,1,BBCIBC01,UK,GB
BBC200635,5,BBCIBC02,UK,GB
BBC200636,1,BBCIBC01,UK,GB
BBC200636,5,BBCIBC02,UK,GB
BBC200637,1,BBCACU01,UK,GB
BBC200637,2,BBCACU02,UK,GB
BBC200638,1,BBCACU01,UK,GB
BBC200638,2,BBCACU02,UK,GB
BBC200639,1,BBCACU01,UK,GB
BBC200639,2,BBCACU02,UK,GB
BBC200640,1,BBCACU01,UK,GB
BBC200640,2,BBCACU02,UK,GB
BBC200641,1,BBCACU01,UK,GB
BBC200641,2,BBCACU02,UK,GB
BBC200642,1,BBCACU01,UK,GB
BBC200642,2,BBCACU02,UK,GB
BBC200643,1,BBCACU01,UK,GB
BBC200643,2,BBCACU02,UK,GB
BBC200644,1,BBCACU01,UK,GB
BBC200644,2,BBCACU02,UK,GB
BBC200645,1,BBCACU01,UK,GB
BBC200645,2,BBCACU02,UK,GB
BBC200646,1,BBCACU01,UK,GB
BBC200646,2,BBCACU02,UK,GB
BBC200647,1,BBCACU01,UK,GB
BBC200647,2,BBCACU02,UK,GB
BBC200648,1,BBCACU01,UK,GB
BBC200648,2,BBCACU02,UK,GB
BBC200649,1,BBCACU01,UK,GB
BBC200649,2,BBCACU02,UK,GB
BBC200650,1,BBCACU01,UK,GB
BBC200650,2,BBCACU02,UK,GB
BBC200651,1,BBCACU01,UK,GB
BBC200651,2,BBCACU02,UK,GB
BBC200652,1,BBCACU01,UK,GB
BBC200652,2,BBCACU02,UK,GB
BBC200653,1,BBCACU01,UK,GB
BBC200653,2,BBCACU02,UK,GB
BBC200654,1,BBCACU01,UK,GB
BBC200654,2,BBCACU02,UK,GB
BBC200655,1,BBCACU01,UK,GB
BBC200655,2,BBCACU02,UK,GB
BBC200656,1,BBCACU01,UK,GB
BBC200656,2,BBCACU02,UK,GB
BBC200657,1,BBCACU01,UK,GB
BBC200657,2,BBCACU02,UK,GB
BBC200658,1,BBCACU01,UK,GB
BBC200658,2,BBCACU02,UK,GB
BBC200659,1,BBCACU01,UK,GB
BBC200659,2,BBCACU02,UK,GB
BBC200660,1,BBCACU01,UK,GB
BBC200660,2,BBCACU02,UK,GB
BBC200661,1,BBCACU01,UK,GB
BBC200661,2,BBCACU02,UK,GB
BBC200662,1,BBCACU01,UK,GB
BBC200662,2,BBCACU02,UK,GB
BBC200663,1,BBCACU01,UK,GB
BBC200663,2,BBCACU02,UK,GB
BBC200664,1,BBCACU01,UK,GB
BBC200664,2,BBCACU02,UK,GB
BBC200665,1,BBCACU01,UK,GB
BBC200665,2,BBCACU02,UK,GB
BBC200666,1,BBCACU01,UK,GB
BBC200666,2,BBCACU02,UK,GB
BBC200667,1,BBCACU01,UK,GB
BBC200667,2,BBCACU02,UK,GB
BBC200668,1,BBCACU01,UK,GB
BBC200668,2,BBCACU02,UK,GB
BBC200669,1,BBCACU01,UK,GB
BBC200669,2,BBCACU02,UK,GB
BBC200670,1,BBCACU01,UK,GB
BBC200670,2,BBCACU02,UK,GB
BBC200671,1,BBCACU01,UK,GB
BBC200671,2,BBCACU02,UK,GB
BBC200672,1,BBCACU01,UK,GB
BBC200672,2,BBCACU02,UK,GB
BBC200673,1,BBCACU01,UK,GB
BBC200673,2,BBCACU02,UK,GB
BBC200674,1,BBCACU01,UK,GB
BBC200674,2,BBCACU02,UK,GB
BBC200675,1,BBCACU01,UK,GB
BBC200675,2,BBCACU02,UK,GB
BBC200676,1,BBCACU01,UK,GB
BBC200676,2,BBCACU02,UK,GB
BBC200677,1,BBCRAD01,UK,GB
BBC200678,1,BBCRAD01,UK,GB
BBC200679,1,BBCRAD01,UK,GB
BBC200680,1,BBCRAD01,UK,GB
BBC200681,1,BBCRAD01,UK,GB
BBC200682,1,BBCRAD01,UK,GB
BBC200683,1,BBCRAD01,UK,GB
BBC200684,1,BBCRAD01,UK,GB
BBC200685,1,BBCCWP01,UK,GB
BBC200685,3,BBCCWP02,UK,GB
BBC200685,6,BBCCWP03,UK,GB
BBC200685,12,BBCCWP04,UK,GB
BBC200685,60,BBCCWP05,UK,GB
BBC200686,1,BBCFAH01,UK,GB
BBC200686,2,BBCFAH02,UK,GB
BBC200687,1,BBCFAH01,UK,GB
BBC200687,2,BBCFAH02,UK,GB
BBC200688,1,BBCAGD01,UK,GB
BBC200688,2,BBCAGD02,UK,GB
BBC200689,1,BBCPVL01,UK,GB
BBC200689,2,BBCPVL02,UK,GB
BBC200689,4,BBCPVL03,UK,GB
BBC200690,1,BBCPPU02,UK,GB
BBC200690,2,BBCPPU03,UK,GB
BBC200690,4,BBCPPU04,UK,GB
BBC200691,1,BBCPPU02,UK,GB
BBC200691,2,BBCPPU03,UK,GB
BBC200691,4,BBCPPU04,UK,GB
BBC200692,1,BBCPPU02,UK,GB
BBC200692,2,BBCPPU03,UK,GB
BBC200692,4,BBCPPU04,UK,GB
BBC200693,1,BBCPPU02,UK,GB
BBC200693,2,BBCPPU03,UK,GB
BBC200693,4,BBCPPU04,UK,GB
BBC200694,1,BBCPPU02,UK,GB
BBC200694,2,BBCPPU03,UK,GB
BBC200694,4,BBCPPU04,UK,GB
BBC200695,1,BBCPMP01,UK,GB
BBC200695,2,BBCPMP02,UK,GB
BBC200695,4,BBCPMP03,UK,GB
BBC200696,1,BBCPMP01,UK,GB
BBC200696,2,BBCPMP02,UK,GB
BBC200696,4,BBCPMP03,UK,GB
BBC200697,1,BBCPMP01,UK,GB
BBC200697,2,BBCPMP02,UK,GB
BBC200697,4,BBCPMP03,UK,GB
BBC200698,1,BBCPMP01,UK,GB
BBC200698,2,BBCPMP02,UK,GB
BBC200698,4,BBCPMP03,UK,GB
BBC200699,1,BBCPMP01,UK,GB
BBC200699,2,BBCPMP02,UK,GB
BBC200699,4,BBCPMP03,UK,GB
BBC200700,1,BBCPMP01,UK,GB
BBC200700,2,BBCPMP02,UK,GB
BBC200700,4,BBCPMP03,UK,GB
BBC200701,1,BBCPMP01,UK,GB
BBC200701,2,BBCPMP02,UK,GB
BBC200701,4,BBCPMP03,UK,GB
BBC200702,1,BBCPMP01,UK,GB
BBC200702,2,BBCPMP02,UK,GB
BBC200702,4,BBCPMP03,UK,GB
BBC200703,1,BBCPMP01,UK,GB
BBC200703,2,BBCPMP02,UK,GB
BBC200703,4,BBCPMP03,UK,GB
BBC200704,1,BBCCRP01,UK,GB
BBC200704,3,BBCCRP02,UK,GB
BBC200705,1,BBCCRP01,UK,GB
BBC200705,3,BBCCRP02,UK,GB
BBC200706,1,BBCCRP01,UK,GB
BBC200706,3,BBCCRP02,UK,GB
BBC200707,1,BBCCRP01,UK,GB
BBC200707,3,BBCCRP02,UK,GB
BBC200708,1,BBCCRP01,UK,GB
BBC200708,3,BBCCRP02,UK,GB
BBC200709,1,BBCCRP01,UK,GB
BBC200709,3,BBCCRP02,UK,GB
BBC200710,1,BBCSCH01,UK,GB
BBC200710,6,BBCSCH02,UK,GB
BBC200710,12,BBCSCH03,UK,GB
BBC200711,1,BBCSCH01,UK,GB
BBC200711,6,BBCSCH02,UK,GB
BBC200711,12,BBCSCH03,UK,GB
BBC200712,1,BBCSHC01,UK,GB
BBC200712,2,BBCSHC02,UK,GB
BBC200713,1,BBCSDS01,UK,GB
BBC200714,1,BBCSDS01,UK,GB
BBC200715,1,BBCAHU05,UK,GB
BBC200715,3,BBCAHU06,UK,GB
BBC200715,6,BBCAHU07,UK,GB
BBC200715,12,BBCAHU08,UK,GB
BBC200716,1,BBCAHU05,UK,GB
BBC200716,3,BBCAHU06,UK,GB
BBC200716,6,BBCAHU07,UK,GB
BBC200716,12,BBCAHU08,UK,GB
BBC200717,1,BBCAHU05,UK,GB
BBC200717,3,BBCAHU06,UK,GB
BBC200717,6,BBCAHU07,UK,GB
BBC200717,12,BBCAHU08,UK,GB
BBC200718,1,BBCAHU05,UK,GB
BBC200718,3,BBCAHU06,UK,GB
BBC200718,6,BBCAHU07,UK,GB
BBC200718,12,BBCAHU08,UK,GB
BBC200719,1,BBCAHU05,UK,GB
BBC200719,3,BBCAHU06,UK,GB
BBC200719,6,BBCAHU07,UK,GB
BBC200719,12,BBCAHU08,UK,GB
BBC200720,1,BBCAHU05,UK,GB
BBC200720,3,BBCAHU06,UK,GB
BBC200720,6,BBCAHU07,UK,GB
BBC200720,12,BBCAHU08,UK,GB
BBC200721,1,BBCAHU05,UK,GB
BBC200721,3,BBCAHU06,UK,GB
BBC200721,6,BBCAHU07,UK,GB
BBC200721,12,BBCAHU08,UK,GB
BBC200722,1,BBCAHU05,UK,GB
BBC200722,3,BBCAHU06,UK,GB
BBC200722,6,BBCAHU07,UK,GB
BBC200722,12,BBCAHU08,UK,GB
BBC200723,1,BBCCWS01,UK,GB
BBC200723,2,BBCCWS02,UK,GB
BBC200723,4,BBCCWS03,UK,GB
BBC200723,20,BBCCWS04,UK,GB
BBC200724,1,BBCSYW01,UK,GB
BBC200724,4,BBCSYW02,UK,GB
BBC200725,1,BBCSYW01,UK,GB
BBC200725,4,BBCSYW02,UK,GB
BBC200726,1,BBCUPS01,UK,GB
BBC200726,26,BBCUPS02,UK,GB
BBC200726,52,BBCUPS03,UK,GB
BBC200727,1,BBCUPS01,UK,GB
BBC200727,26,BBCUPS02,UK,GB
BBC200727,52,BBCUPS03,UK,GB
BBC200728,1,BBCUPS01,UK,GB
BBC200728,26,BBCUPS02,UK,GB
BBC200728,52,BBCUPS03,UK,GB
BBC200729,1,BBCUPS01,UK,GB
BBC200729,26,BBCUPS02,UK,GB
BBC200729,52,BBCUPS03,UK,GB
BBC200730,1,BBCUPS01,UK,GB
BBC200730,26,BBCUPS02,UK,GB
BBC200730,52,BBCUPS03,UK,GB
BBC200731,1,BBCCFF01,UK,GB
BBC200731,2,BBCCFF02,UK,GB
BBC200731,4,BBCCFF03,UK,GB
BBC200732,1,BBCCFF01,UK,GB
BBC200732,2,BBCCFF02,UK,GB
BBC200732,4,BBCCFF03,UK,GB
BBC200733,1,BBCVRF01,UK,GB
BBC200733,2,BBCVRF02,UK,GB
BBC200734,1,BBCVRF01,UK,GB
BBC200734,2,BBCVRF02,UK,GB
BBC200735,1,BBCVRF01,UK,GB
BBC200735,2,BBCVRF02,UK,GB
BBC200736,1,BBCVRF01,UK,GB
BBC200736,2,BBCVRF02,UK,GB
BBC200737,1,BBCVRF01,UK,GB
BBC200737,2,BBCVRF02,UK,GB
BBC200738,1,BBCVRF01,UK,GB
BBC200738,2,BBCVRF02,UK,GB
BBC200739,1,BBCVRF01,UK,GB
BBC200739,2,BBCVRF02,UK,GB
BBC200740,1,BBCVRF01,UK,GB
BBC200740,2,BBCVRF02,UK,GB
BBC200741,1,BBCVRF01,UK,GB
BBC200741,2,BBCVRF02,UK,GB
BBC200742,1,BBCVRF01,UK,GB
BBC200742,2,BBCVRF02,UK,GB
BBC200743,1,BBCVRF01,UK,GB
BBC200743,2,BBCVRF02,UK,GB
BBC200744,1,BBCCPL01,UK,GB
BBC200744,4,BBCCPL02,UK,GB
BBC200744,20,BBCCPL03,UK,GB
BBC200745,1,BBCCVR01,UK,GB
BBC200745,2,BBCCVR02,UK,GB
BBC200746,1,BBCROU01,UK,GB
BBC200746,4,BBCROU02,UK,GB
BBC200746,13,BBCROU03,UK,GB
BBC200746,26,BBCROU04,UK,GB
BBC200746,52,BBCROU05,UK,GB
BBC200746,260,BBCROU06,UK,GB
BBC200747,1,BBCAHU30,UK,GB
BBC200748,1,BBCAHU31,UK,GB
BBC200748,2,BBCAHU32,UK,GB
BBC200748,4,BBCAHU33,UK,GB
BBC200749,1,BBCAHU31,UK,GB
BBC200749,2,BBCAHU32,UK,GB
BBC200749,4,BBCAHU33,UK,GB
BBC200750,1,BBCAHU31,UK,GB
BBC200750,2,BBCAHU32,UK,GB
BBC200750,4,BBCAHU33,UK,GB
BBC200751,1,BBCAHU31,UK,GB
BBC200751,2,BBCAHU32,UK,GB
BBC200751,4,BBCAHU33,UK,GB
BBC200752,1,BBCAHU31,UK,GB
BBC200752,2,BBCAHU32,UK,GB
BBC200752,4,BBCAHU33,UK,GB
BBC200753,1,BBCAHU31,UK,GB
BBC200753,2,BBCAHU32,UK,GB
BBC200753,4,BBCAHU33,UK,GB
BBC200754,1,BBCAHU31,UK,GB
BBC200754,2,BBCAHU32,UK,GB
BBC200754,4,BBCAHU33,UK,GB
BBC200755,1,BBCDAR01,UK,GB
BBC200756,1,BBCDAR01,UK,GB
BBC200757,1,BBCMTR01,UK,GB
BBC200758,1,BBCMTR01,UK,GB
BBC200759,1,BBCMTR01,UK,GB
BBC200760,1,BBCMTR01,UK,GB
BBC200761,1,BBCMTR01,UK,GB
BBC200762,1,BBCMTR01,UK,GB
BBC200763,1,BBCCWL01,UK,GB
BBC200763,52,BBCCWL02,UK,GB
BBC200764,1,BBCCWL01,UK,GB
BBC200764,52,BBCCWL02,UK,GB
BBC200765,1,BBCHWL01,UK,GB
BBC200765,4,BBCHWL02,UK,GB
BBC200766,1,BBCHWL01,UK,GB
BBC200766,4,BBCHWL02,UK,GB
BBC200767,1,BBCFAS05,UK,GB
BBC200768,1,BBCFAS05,UK,GB
BBC200769,1,BBCFCA01,UK,GB
BBC200770,1,BBCFCA01,UK,GB
BBC200771,1,BBCINS01,UK,GB
BBC200772,1,BBCINS01,UK,GB
BBC200773,1,BBCPAT01,UK,GB
BBC200774,1,BBCPAT01,UK,GB
BBC200775,1,BBCSHE01,UK,GB
BBC200776,1,BBCSHE01,UK,GB
